1 0.593249 0.00951973 0.139762 0.0267694
1 1.71232 0.0214251 0.133634 0.0217143
1 2.82991 0.0328633 0.128471 0.0136275
1 3.94903 0.0408518 0.117611 0.0173126
1 5.06929 0.0479291 0.105198 0.0109366
1 6.18817 0.0571686 0.0830666 0.0226816
1 7.30633 0.0654258 0.0689291 0.0270511
1 8.42531 0.0744953 0.0708052 0.017651
1 9.54572 0.0815671 0.0679492 0.0213343
1 10.6671 0.08906 0.0566868 0.019418
1 11.7856 0.0978998 0.0389474 0.022829
1 12.9028 0.101527 0.0215577 0.0216067
1 14.0216 0.103392 0.0261244 0.00907552
1 15.141 0.109097 0.0243539 0.00551754
1 16.259 0.115569 0.0115438 -0.0121015
1 17.3749 0.118362 0.000661029 -0.0346313
1 18.4911 0.116801 -0.00452825 -0.0358297
1 19.6083 0.114028 -0.00873017 -0.042656
1 20.725 0.108995 -0.00235507 -0.0538026
1 21.8407 0.10381 0.00423289 -0.0523514
1 22.9564 0.105058 0.00585319 -0.0497387
1 24.0734 0.110059 0.0120218 -0.0449806
1 25.1911 0.114932 0.00451329 -0.0296857
1 26.3075 0.119537 -0.00813381 -0.0323783
1 27.4226 0.118821 -0.00972767 -0.0291918
1 28.539 0.112907 -0.0179261 -0.00358994
1 29.6581 0.106299 -0.0215756 0.00204375
1 30.778 0.101167 -0.0219254 0.00917681
1 31.8961 0.0989262 -0.029659 0.0302361
1 33.0135 0.0940379 -0.0502535 0.0265314
1 34.133 0.0856197 -0.0630017 0.0184895
1 35.2543 0.0786968 -0.0640316 0.0193537
1 36.3741 0.0711822 -0.0644578 0.0172222
1 37.4927 0.060886 -0.0684176 0.0192268
1 38.6121 0.0520927 -0.0849396 0.024457
1 39.7321 0.0444156 -0.109787 0.0168377
1 40.852 0.0370734 -0.125845 0.0160504
1 41.9703 0.0274338 -0.136533 0.0152513
1 43.0877 0.0165139 -0.140645 0.0274732
1 44.2097 0.0140083 -0.14478 0.0159149
1 0.0267817 0.975675 0.151922 0.0276876
1 1.14654 0.983639 0.140226 0.0259711
1 2.26301 0.994236 0.136535 0.0179347
1 3.38187 1.00307 0.124945 0.0159393
1 4.50193 1.01007 0.110203 0.0159053
1 5.62128 1.01788 0.0869923 0.0234665
1 6.74073 1.02716 0.0755905 0.0288055
1 7.85977 1.03608 0.0688981 0.0228215
1 8.98014 1.04415 0.0625065 0.0181574
1 10.1012 1.05104 0.0596849 0.0192374
1 11.2212 1.05937 0.0492681 0.0258686
1 12.3406 1.0656 0.0373727 0.0322928
1 13.4598 1.06859 0.0330191 0.0161418
1 14.5786 1.07291 0.0291185 0.00442085
1 15.6976 1.07881 0.0249491 0.00249624
1 16.8163 1.08334 0.0193592 -0.0169144
1 17.9344 1.08433 0.00759081 -0.0310485
1 19.0519 1.08211 -0.00406795 -0.032621
1 20.1692 1.07883 -0.00978169 -0.0454638
1 21.2849 1.07523 -0.00963994 -0.0531547
1 22.3979 1.07341 0.0033981 -0.0531115
1 23.5119 1.07556 0.0122257 -0.0468547
1 24.6292 1.07945 0.00785638 -0.0355253
1 25.747 1.08389 0.00011769 -0.0251548
1 26.865 1.08569 -0.00738459 -0.0225461
1 27.9834 1.08229 -0.0227182 -0.0115719
1 29.102 1.07605 -0.0315309 0.00152742
1 30.2208 1.07026 -0.0343053 0.00693878
1 31.3396 1.06623 -0.0345722 0.0240319
1 32.4591 1.06233 -0.0376964 0.0336428
1 33.5791 1.05542 -0.0488938 0.0238066
1 34.6995 1.048 -0.0653453 0.0207609
1 35.8199 1.04107 -0.0723487 0.0183078
1 36.9396 1.03227 -0.0749751 0.0248642
1 38.0588 1.02241 -0.0827598 0.0286679
1 39.1784 1.014 -0.0979838 0.0227231
1 40.2984 1.00663 -0.115217 0.0134628
1 41.4181 0.998527 -0.127281 0.0153108
1 42.5353 0.989364 -0.134054 0.019729
1 43.6515 0.981459 -0.14015 0.022775
1 0.581136 1.94492 0.135385 0.0299563
1 1.69819 1.95253 0.128965 0.0318774
1 2.81616 1.96084 0.122967 0.0274637
1 3.93579 1.96854 0.113055 0.0245787
1 5.05574 1.9759 0.0962444 0.0337102
1 6.17456 1.9838 0.084404 0.0397014
1 7.29433 1.9935 0.0818274 0.0382786
1 8.4149 2.00277 0.0786011 0.0347625
1 9.53604 2.01025 0.0641815 0.0336431
1 10.6567 2.01767 0.0449196 0.0316077
1 11.7771 2.02406 0.0385952 0.0422643
1 12.897 2.0288 0.0447121 0.0365518
1 14.017 2.03425 0.0439665 0.0213622
1 15.1364 2.03935 0.0363045 0.0173274
1 16.2559 2.04341 0.0219464 0.00957729
1 17.3752 2.0465 0.0166269 -0.00726169
1 18.4939 2.04667 0.00530981 -0.0104271
1 19.6124 2.04465 -0.011919 -0.0188041
1 20.7288 2.04318 -0.0189132 -0.0405917
1 21.8419 2.04229 -0.00277904 -0.0530439
1 22.9541 2.04164 0.0163265 -0.0446809
1 24.0691 2.04262 0.0187726 -0.0254269
1 25.1866 2.04553 0.00324519 -0.00739025
1 26.3053 2.04759 -0.0167692 -0.00550573
1 27.4246 2.04628 -0.0220118 -0.000976801
1 28.5438 2.0424 -0.0265425 0.00846882
1 29.6631 2.03673 -0.0387437 0.0173688
1 30.7829 2.03094 -0.0448118 0.0301669
1 31.9028 2.02595 -0.0420674 0.0411677
1 33.0228 2.02064 -0.0393541 0.0401906
1 34.1433 2.01411 -0.0539566 0.0340039
1 35.2643 2.00718 -0.0687484 0.0320837
1 36.3852 1.99883 -0.0780952 0.037675
1 37.5054 1.98932 -0.0816541 0.0413153
1 38.6249 1.97996 -0.0829587 0.0345541
1 39.7452 1.97202 -0.099997 0.0281819
1 40.8653 1.96442 -0.119555 0.026021
1 41.9838 1.95697 -0.130031 0.0234188
1 43.1004 1.94983 -0.136427 0.0292985
1 44.2215 1.94135 -0.140447 0.0293814
1 0.0137346 2.90648 0.128486 0.0340322
1 1.13497 2.91299 0.129632 0.0350325
1 2.25187 2.91939 0.128443 0.0288011
1 3.37059 2.92663 0.117001 0.0302383
1 4.49051 2.9339 0.104601 0.0300725
